Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Administrative_buckets,AdministrativeDuration_buckets,Informational_buckets,InformationalDuration_buckets,ProductRelated_buckets,ProductRelatedDuration_buckets,BounceRates_buckets,ExitRates_buckets,PageValues_buckets,SpecialDay_buckets
Mar,1,1,9,9,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,3,2,4,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,1,1,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,High,VeryHigh,VeryLow,VeryLow
Mar,2,5,2,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,2,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,4,1,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,1,3,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,1,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,4,1,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,2,4,7,2,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,1,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,4,1,1,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,4,2,2,New_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,4,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,2,2,1,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,3,2,2,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,3,2,2,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,1,2,8,8,New_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,7,1,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,2,1,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,6,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,1,1,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Mar,2,2,1,8,Returning_Visitor,False,True,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,3,2,1,6,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,VeryLow,VeryLow,VeryLow
Mar,3,2,7,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow
Mar,3,2,2,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,6,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,9,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,8,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,1,1,2,New_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,4,1,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,4,6,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,2,2,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,High,High,VeryLow,VeryLow
Mar,2,2,4,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,1,1,6,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,3,2,6,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow
Mar,2,2,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,4,1,4,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,2,2,1,2,Returning_Visitor,False,False,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,3,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,4,7,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,3,2,3,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,1,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,1,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,3,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,1,1,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,1,1,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,4,1,7,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Mar,3,3,1,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,1,10,New_Visitor,False,False,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,2,9,2,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,9,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,3,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,6,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,2,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,4,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Mar,2,2,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,7,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,3,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,4,7,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,1,1,6,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,High,VeryLow,VeryLow
Mar,1,1,7,2,Returning_Visitor,False,False,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,4,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,2,6,1,8,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,1,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,4,1,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,3,2,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,2,6,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,4,1,3,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,High,VeryHigh,VeryLow,VeryLow
Mar,2,4,5,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,High,VeryLow,VeryLow
Mar,3,2,6,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,3,2,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,1,1,1,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,1,1,3,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Mar,2,6,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,6,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,2,2,2,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,2,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,5,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,2,2,1,10,New_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,10,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,1,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,4,1,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,7,9,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,10,6,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,3,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,3,1,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,1,1,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,4,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,3,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow
Mar,1,8,1,11,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,1,4,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,3,2,1,10,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,VeryHigh,VeryLow,VeryLow
Mar,2,2,4,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,2,4,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,3,2,New_Visitor,False,False,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,2,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,7,2,Returning_Visitor,False,False,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,2,3,Returning_Visitor,False,False,Low,High,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,4,6,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,1,1,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,3,2,New_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,2,9,8,Returning_Visitor,False,False,Low,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,4,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,4,2,2,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,4,3,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,2,4,7,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,1,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,7,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,3,2,7,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,4,1,3,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,2,2,6,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,7,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow
Mar,2,4,1,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,3,2,3,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,High,VeryHigh,VeryLow,VeryLow
Mar,3,2,3,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,2,5,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Mar,1,1,1,2,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,6,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Low,Medium,VeryLow,VeryLow
Mar,1,1,1,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,5,2,Returning_Visitor,True,False,VeryLow,Medium,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,5,1,2,New_Visitor,False,False,VeryLow,Low,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,10,3,1,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,High,VeryLow,VeryLow
Mar,1,10,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,2,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,3,2,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,6,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,3,2,1,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,8,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,3,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,3,2,1,1,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,Medium,VeryLow,VeryLow
Mar,2,2,8,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,4,2,4,8,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,1,6,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,3,3,1,10,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,2,2,5,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryHigh,VeryLow,VeryLow
Mar,1,2,3,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,1,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,3,2,7,1,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,2,2,Returning_Visitor,True,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,2,7,2,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,3,8,Returning_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,2,5,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,1,1,3,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
Mar,2,6,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,4,1,2,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,2,4,1,8,New_Visitor,False,True,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow
Mar,1,1,1,2,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow,VeryLow
Mar,2,2,7,2,New_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryLow,Medium,VeryLow,VeryLow
Mar,1,1,9,3,Returning_Visitor,False,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,Medium,High,VeryLow,VeryLow
Mar,1,1,1,3,Returning_Visitor,True,False,VeryLow,VeryLow,VeryLow,Low,VeryLow,VeryLow,VeryHigh,VeryHigh,VeryLow,VeryLow
